|#    |name                     |IRI.                                                   |TripleCount    |
|21416|segundaEdición           |http://es.dbpedia.org/property/segundaEdición          |2              |
|21417|areaUrban                |http://dbpedia.org/ontology/PopulatedPlace/areaUrban   |2              |
|21418|altBoostername           |http://dbpedia.org/property/altBoostername             |2              |
|21419|pilotosCampeones         |http://es.dbpedia.org/property/pilotosCampeones        |2              |
|21420|genusAutorithy           |http://dbpedia.org/property/genusAutorithy             |2              |
|21421|europeo                  |http://dbpedia.org/property/europeo                    |2              |
|21422|sencillo                 |http://dbpedia.org/property/sencillo                   |2              |
|21423|sexualidad               |http://dbpedia.org/property/sexualidad                 |2              |
|21424|sucursales               |http://dbpedia.org/property/sucursales                 |2              |
|21425|lonHem                   |http://dbpedia.org/property/lonHem                     |2              |
|21426|volumne                  |http://dbpedia.org/property/volumne                    |2              |
|21427|logoAncho                |http://dbpedia.org/property/logoAncho                  |2              |
|21428|imageCption              |http://dbpedia.org/property/imageCption                |2              |
|21429|patternShorts            |http://dbpedia.org/property/patternShorts              |2              |
|21430|medallaOlímpica          |http://dbpedia.org/property/medallaOlímpica            |2              |
|21431|partido19Coalición       |http://dbpedia.org/property/partido19Coalición         |2              |
|21432|estrenoEnUsa             |http://dbpedia.org/property/estrenoEnUsa               |2              |
|21433|fuenteprofano            |http://dbpedia.org/property/fuenteprofano              |2              |
|21434|golesInternacionales     |http://dbpedia.org/property/golesInternacionales       |2              |
|21435|steweb                   |http://dbpedia.org/property/steweb                     |2              |
|21436|tipoDeCiclista           |http://dbpedia.org/property/tipoDeCiclista             |2              |
|21437|synonymsRef              |http://dbpedia.org/property/synonymsRef                |2              |
|21438|esposaAlias              |http://dbpedia.org/property/esposaAlias                |2              |
|21439|destructoid              |http://dbpedia.org/property/destructoid                |2              |
|21440|mapTamaño                |http://dbpedia.org/property/mapTamaño                  |2              |
|21441|ultimaEmision            |http://dbpedia.org/property/ultimaEmision              |2              |
|21442|52.000Goleslocal         |http://dbpedia.org/property/52.000Goleslocal           |2              |
|21443|socio                    |http://dbpedia.org/property/socio                      |2              |
|21444|lanzamientoInicial       |http://dbpedia.org/property/lanzamientoInicial         |2              |
|21445|fondTitres               |http://dbpedia.org/property/fondTitres                 |2              |
|21446|fecchaacceso             |http://dbpedia.org/property/fecchaacceso               |2              |
|21447|largeurÉquipes           |http://dbpedia.org/property/largeurÉquipes             |2              |
|21448|decSeaWaterC             |http://es.dbpedia.org/property/decSeaWaterC            |2              |
|21449|firstn                   |http://es.dbpedia.org/property/firstn                  |2              |
|21450|fimlaffinity             |http://es.dbpedia.org/property/fimlaffinity            |2              |
|21451|cambiosTerritoriales     |http://es.dbpedia.org/property/cambiosTerritoriales    |2              |
|21452|tiempoDeConstrucción     |http://es.dbpedia.org/property/tiempoDeConstrucción    |2              |
|21453|boxOffice                |http://es.dbpedia.org/property/boxOffice               |2              |
|21454|octSeaWaterC             |http://es.dbpedia.org/property/octSeaWaterC            |2              |
|21455|tamañoDeFirma            |http://es.dbpedia.org/property/tamañoDeFirma           |2              |
|21456|g'enero                  |http://es.dbpedia.org/property/g'enero                 |2              |
|21457|sedeMundial              |http://es.dbpedia.org/property/sedeMundial             |2              |
|21458|unovanumero              |http://es.dbpedia.org/property/unovanumero             |2              |
|21459|seudónimoArtístico       |http://es.dbpedia.org/property/seudónimoArtístico      |2              |
|21460|subAfliado               |http://es.dbpedia.org/property/subAfliado              |2              |
|21461|patternso                |http://es.dbpedia.org/property/patternso               |2              |
|21462|partidosConLaSelección   |http://es.dbpedia.org/property/partidosConLaSelección  |2              |
|21463|participaciónOtrasCopas  |http://es.dbpedia.org/property/participaciónOtrasCopas |2              |
|21464|obraDebut                |http://es.dbpedia.org/property/obraDebut               |2              |
|21465|dirigente1Gobernador     |http://es.dbpedia.org/property/dirigente1Gobernador    |2              |
|21466|octular                  |http://es.dbpedia.org/property/octular                 |2              |
|21467|añosEnActividad          |http://es.dbpedia.org/property/añosEnActividad         |2              |
|21468|publcador                |http://es.dbpedia.org/property/publcador               |2              |
|21469|stage2aname              |http://es.dbpedia.org/property/stage2aname             |2              |
|21470|personasRelacionadas     |http://es.dbpedia.org/property/personasRelacionadas    |2              |
|21471|reservaEnCasoDeGuerra    |http://es.dbpedia.org/property/reservaEnCasoDeGuerra   |2              |
|21472|superclassi              |http://es.dbpedia.org/property/superclassi             |2              |
|21473|títuloTraducido          |http://es.dbpedia.org/property/títuloTraducido         |2              |
|21474|títuloAlternativo        |http://es.dbpedia.org/property/títuloAlternativo       |2              |
|21475|fallecido(conversiónAVampiro)_|http://es.dbpedia.org/property/fallecido(conversiónAVampiro)_|2              |
|21476|fechaTraducción          |http://es.dbpedia.org/property/fechaTraducción         |2              |
|21477|au                       |http://es.dbpedia.org/property/au                      |2              |
|21478|emisionInternacional     |http://es.dbpedia.org/property/emisionInternacional    |2              |
|21479|argo                     |http://es.dbpedia.org/property/argo                    |2              |
|21480|cabeceraCantonal         |http://es.dbpedia.org/property/cabeceraCantonal        |2              |
|21481|synonymus                |http://es.dbpedia.org/property/synonymus               |2              |
|21482|listEpisodios            |http://es.dbpedia.org/property/listEpisodios           |2              |
|21483|gendarmerie              |http://es.dbpedia.org/property/gendarmerie             |2              |
|21484|formate                  |http://es.dbpedia.org/property/formate                 |2              |
|21485|navbar                   |http://es.dbpedia.org/property/navbar                  |2              |
|21486|heure                    |http://es.dbpedia.org/property/heure                   |2              |
|21487|padroeiro                |http://es.dbpedia.org/property/padroeiro               |2              |
|21488|recognized               |http://es.dbpedia.org/property/recognized              |2              |
|21489|reign                    |http://es.dbpedia.org/property/reign                   |2              |
|21490|gole                     |http://es.dbpedia.org/property/gole                    |2              |
|21491|national                 |http://es.dbpedia.org/property/national                |2              |
|21492|countryCode              |http://es.dbpedia.org/property/countryCode             |2              |
|21493|nombere                  |http://es.dbpedia.org/property/nombere                 |2              |
|21494|archivourl               |http://es.dbpedia.org/property/archivourl              |2              |
|21495|cadenaDeTv               |http://es.dbpedia.org/property/cadenaDeTv              |2              |
|21496|bc                       |http://es.dbpedia.org/property/bc                      |2              |
|21497|unrankedTribus           |http://es.dbpedia.org/property/unrankedTribus          |2              |
|21498|hangulja                 |http://es.dbpedia.org/property/hangulja                |2              |
|21499|representaciónMissIntercontinental|http://es.dbpedia.org/property/representaciónMissIntercontinental|2              |
|21500|representaciónMissContinenteAmericano|http://es.dbpedia.org/property/representaciónMissContinenteAmericano|2              |
|21501|suburbicaria             |http://es.dbpedia.org/property/suburbicaria            |2              |
|21502|pctparticipación         |http://es.dbpedia.org/property/pctparticipación        |2              |
|21503|códigoTel                |http://dbpedia.org/property/códigoTel                  |2              |
|21504|entropía                 |http://dbpedia.org/property/entropía                   |2              |
|21505|conservationStatus       |http://dbpedia.org/property/conservationStatus         |2              |
|21506|sedeMundial              |http://dbpedia.org/property/sedeMundial                |2              |
|21507|cabeceraCantonal         |http://dbpedia.org/property/cabeceraCantonal           |2              |
|21508|añosTítulos              |http://dbpedia.org/property/añosTítulos                |2              |
|21509|condition                |http://dbpedia.org/property/condition                  |2              |
|21510|compañíaDiscográfica     |http://dbpedia.org/property/compañíaDiscográfica       |2              |
|21511|floweringTree            |http://dbpedia.org/property/floweringTree              |2              |
|21512|webSite                  |http://dbpedia.org/property/webSite                    |2              |
|21513|volumenActivo            |http://dbpedia.org/property/volumenActivo              |2              |
|21514|coeffCapteur             |http://dbpedia.org/property/coeffCapteur               |2              |
|21515|définition               |http://dbpedia.org/property/définition                 |2              |
|21516|partyName                |http://dbpedia.org/property/partyName                  |2              |
|21517|zoom                     |http://dbpedia.org/property/zoom                       |2              |
|21518|apsemifinales            |http://dbpedia.org/property/apsemifinales              |2              |
|21519|apcuartos                |http://dbpedia.org/property/apcuartos                  |2              |
|21520|areaUrbana               |http://es.dbpedia.org/property/areaUrbana              |2              |
|21521|velocidadNormalDeCrucero |http://dbpedia.org/property/velocidadNormalDeCrucero   |2              |
|21522|ilustracion              |http://dbpedia.org/property/ilustracion                |2              |
|21523|oper                     |http://es.dbpedia.org/property/oper                    |2              |
|21524|partidosEnArgentina      |http://es.dbpedia.org/property/partidosEnArgentina     |2              |
|21525|stateName                |http://es.dbpedia.org/property/stateName               |2              |
|21526|index                    |http://es.dbpedia.org/property/index                   |2              |
|21527|producida                |http://es.dbpedia.org/property/producida               |2              |
|21528|history                  |http://es.dbpedia.org/property/history                 |2              |
|21529|vinculación              |http://es.dbpedia.org/property/vinculación             |2              |
|21530|numActual                |http://es.dbpedia.org/property/numActual               |2              |
|21531|distribuïdor             |http://es.dbpedia.org/property/distribuïdor            |2              |
|21532|medförfattare            |http://es.dbpedia.org/property/medförfattare           |2              |
|21533|anunciocamiseta          |http://es.dbpedia.org/property/anunciocamiseta         |2              |
|21534|páginaweboficial         |http://es.dbpedia.org/property/páginaweboficial        |2              |
|21535|esquinaLocal             |http://es.dbpedia.org/property/esquinaLocal            |2              |
|21536|faltasVisita             |http://es.dbpedia.org/property/faltasVisita            |2              |
|21537|fuerasLocal              |http://es.dbpedia.org/property/fuerasLocal             |2              |
|21538|platfaforma              |http://es.dbpedia.org/property/platfaforma             |2              |
|21539|tirosAlArcoLocal         |http://es.dbpedia.org/property/tirosAlArcoLocal        |2              |
|21540|voy                      |http://es.dbpedia.org/property/voy                     |2              |
|21541|ova                      |http://es.dbpedia.org/property/ova                     |2              |
|21542|nationalteam             |http://dbpedia.org/property/nationalteam               |2              |
|21543|lineColor                |http://es.dbpedia.org/property/lineColor               |2              |
|21544|nombree                  |http://es.dbpedia.org/property/nombree                 |2              |
|21545|fechaDeReinado           |http://es.dbpedia.org/property/fechaDeReinado          |2              |
|21546|yearOfCreation           |http://es.dbpedia.org/property/yearOfCreation          |2              |
|21547|ebullición               |http://dbpedia.org/property/ebullición                 |2              |
|21548|giX                      |http://dbpedia.org/property/giX                        |2              |
|21549|abrPrecipCm              |http://dbpedia.org/property/abrPrecipCm                |2              |
|21550|areaHidrográfica         |http://dbpedia.org/property/areaHidrográfica           |2              |
|21551|gspotXbox                |http://dbpedia.org/property/gspotXbox                  |2              |
|21552|mappa                    |http://dbpedia.org/property/mappa                      |2              |
|21553|manufacturadores         |http://dbpedia.org/property/manufacturadores           |2              |
|21554|nombregallego            |http://dbpedia.org/property/nombregallego              |2              |
|21555|officers                 |http://dbpedia.org/property/officers                   |2              |
|21556|overlayImage             |http://dbpedia.org/property/overlayImage               |2              |
|21557|númPasos                 |http://dbpedia.org/property/númPasos                   |2              |
|21558|publicadores             |http://dbpedia.org/property/publicadores               |2              |
|21559|imageWhidt               |http://dbpedia.org/property/imageWhidt                 |2              |
|21560|grNgc                    |http://dbpedia.org/property/grNgc                      |2              |
|21561|cosparId                 |http://dbpedia.org/property/cosparId                   |2              |
|21562|designatedOther1Name     |http://dbpedia.org/property/designatedOther1Name       |2              |
|21563|arbeiderpartiet          |http://dbpedia.org/property/arbeiderpartiet            |2              |
|21564|statutDesJoueurs         |http://dbpedia.org/property/statutDesJoueurs           |2              |
|21565|sir                      |http://dbpedia.org/property/sir                        |2              |
|21566|profesorado              |http://dbpedia.org/property/profesorado                |2              |
|21567|cancionMasConocida       |http://dbpedia.org/property/cancionMasConocida         |2              |
|21568|premiosBauhiniaawards    |http://dbpedia.org/property/premiosBauhiniaawards      |2              |
|21569|consolScore              |http://dbpedia.org/property/consolScore                |2              |
|21570|historiaVariado          |http://dbpedia.org/property/historiaVariado            |2              |
|21571|localRecord              |http://dbpedia.org/property/localRecord                |2              |
|21572|desarollador             |http://dbpedia.org/property/desarollador               |2              |
|21573|areaCodeType             |http://dbpedia.org/property/areaCodeType               |2              |
|21574|lower                    |http://dbpedia.org/property/lower                      |2              |
|21575|pieDominante             |http://dbpedia.org/property/pieDominante               |2              |
|21576|esquinaLocal             |http://dbpedia.org/property/esquinaLocal               |2              |
|21577|solOtros                 |http://dbpedia.org/property/solOtros                   |2              |
|21578|axis                     |http://es.dbpedia.org/property/axis                    |2              |
|21579|congregaciones           |http://es.dbpedia.org/property/congregaciones          |2              |
|21580|deudaPública             |http://es.dbpedia.org/property/deudaPública            |2              |
|21581|flybyOf                  |http://es.dbpedia.org/property/flybyOf                 |2              |
|21582|fontSize                 |http://es.dbpedia.org/property/fontSize                |2              |
|21583|himnoOficial             |http://es.dbpedia.org/property/himnoOficial            |2              |
|21584|monedaSímbolo            |http://es.dbpedia.org/property/monedaSímbolo           |2              |
|21585|sucesor&_                |http://es.dbpedia.org/property/sucesor&_               |2              |
|21586|superficieMarítima       |http://es.dbpedia.org/property/superficieMarítima      |2              |
|21587|angdiedrico              |http://es.dbpedia.org/property/angdiedrico             |2              |
|21588|isótopo13PSemidesintegración|http://es.dbpedia.org/property/isótopo13PSemidesintegración|2              |
|21589|lenguaPropia             |http://es.dbpedia.org/property/lenguaPropia            |2              |
|21590|puntosEnSuCarrera        |http://es.dbpedia.org/property/puntosEnSuCarrera       |2              |
|21591|tcp                      |http://es.dbpedia.org/property/tcp                     |2              |
|21592|categorias               |http://es.dbpedia.org/property/categorias              |2              |
|21593|serina                   |http://es.dbpedia.org/property/serina                  |2              |
|21594|department               |http://es.dbpedia.org/property/department              |2              |
|21595|imagenBanderaAncho       |http://es.dbpedia.org/property/imagenBanderaAncho      |2              |
|21596|binomailAuthority        |http://es.dbpedia.org/property/binomailAuthority       |2              |
|21597|imageWhidt               |http://es.dbpedia.org/property/imageWhidt              |2              |
|21598|diámetroDeLasRuedasMotoras|http://es.dbpedia.org/property/diámetroDeLasRuedasMotoras|2              |
|21599|superficieTotalDeCalefacción|http://es.dbpedia.org/property/superficieTotalDeCalefacción|2              |
|21600|otrasdenom               |http://es.dbpedia.org/property/otrasdenom              |2              |
|21601|distribución             |http://es.dbpedia.org/property/productora/distribución |2              |
|21602|concuye                  |http://es.dbpedia.org/property/concuye                 |2              |
|21603|arteMarcial              |http://es.dbpedia.org/property/arteMarcial             |2              |
|21604|vicerrectoraAcadémica    |http://es.dbpedia.org/property/vicerrectoraAcadémica   |2              |
|21605|u.n                      |http://es.dbpedia.org/property/u.n                     |2              |
|21606|badgecaption             |http://es.dbpedia.org/property/badgecaption            |2              |
|21607|consolSeed               |http://es.dbpedia.org/property/consolSeed              |2              |
|21608|editado                  |http://es.dbpedia.org/property/editado                 |2              |
|21609|fechaarchivado           |http://es.dbpedia.org/property/fechaarchivado          |2              |
|21610|fechafac                 |http://es.dbpedia.org/property/fechafac                |2              |
|21611|diffusionCâble           |http://es.dbpedia.org/property/diffusionCâble          |2              |
|21612|side                     |http://es.dbpedia.org/property/side                    |2              |
|21613|ins                      |http://es.dbpedia.org/property/ins                     |2              |
|21614|codigo                   |http://dbpedia.org/property/codigo                     |2              |
|21615|gorro                    |http://dbpedia.org/property/gorro                      |2              |
|21616|imagenSkyline            |http://dbpedia.org/property/imagenSkyline              |2              |
|21617|intensidad               |http://dbpedia.org/property/intensidad                 |2              |
|21618|trabajoActual            |http://dbpedia.org/property/trabajoActual              |2              |
|21619|actualAlcalde            |http://dbpedia.org/property/actualAlcalde              |2              |
|21620|añosEnServicio           |http://dbpedia.org/property/añosEnServicio             |2              |
|21621|codViejo                 |http://dbpedia.org/property/codViejo                   |2              |
|21622|companyLogosize          |http://dbpedia.org/property/companyLogosize            |2              |
|21623|pdEvento                 |http://dbpedia.org/property/pdEvento                   |2              |
|21624|prensa                   |http://dbpedia.org/property/prensa                     |2              |
|21625|pri3Fecha                |http://dbpedia.org/property/pri3Fecha                  |2              |
|21626|locaciones               |http://dbpedia.org/property/locaciones                 |2              |
|21627|pobEn                    |http://dbpedia.org/property/pobEn                      |2              |
|21628|otrosTb                  |http://dbpedia.org/property/otrosTb                    |2              |
|21629|mri3Bandera              |http://dbpedia.org/property/mri3Bandera                |2              |
|21630|sedeElección             |http://dbpedia.org/property/sedeElección               |2              |
|21631|prólogo                  |http://dbpedia.org/property/prólogo                    |2              |
|21632|upi2País                 |http://dbpedia.org/property/upi2País                   |2              |
|21633|autonomíaFerryUnidad     |http://dbpedia.org/property/autonomíaFerryUnidad       |2              |
|21634|average                  |http://dbpedia.org/property/average                    |2              |
|21635|bSides                   |http://dbpedia.org/property/bSides                     |2              |
|21636|1optionLink              |http://dbpedia.org/property/1optionLink                |2              |
|21637|ascensoA                 |http://dbpedia.org/property/ascensoA                   |2              |
|21638|fprmato                  |http://dbpedia.org/property/fprmato                    |2              |
|21639|subdivname               |http://dbpedia.org/property/subdivname                 |2              |
|21640|epoch                    |http://dbpedia.org/property/epoch                      |2              |
|21641|rots                     |http://dbpedia.org/property/rots                       |2              |
|21642|tipoDeBici               |http://dbpedia.org/property/tipoDeBici                 |2              |
|21643|requisitosMínimos        |http://dbpedia.org/property/requisitosMínimos          |2              |
|21644|morfologia               |http://dbpedia.org/property/morfologia                 |2              |
|21645|opticalprop              |http://dbpedia.org/property/opticalprop                |2              |
|21646|centrales                |http://dbpedia.org/property/centrales                  |2              |
|21647|fingerNorte              |http://dbpedia.org/property/fingerNorte                |2              |
|21648|otro(entrenador)valor    |http://dbpedia.org/property/otro(entrenador)valor      |2              |
|21649|oedo                     |http://dbpedia.org/property/oedo                       |2              |
|21650|enlaceNombreNativo       |http://dbpedia.org/property/enlaceNombreNativo         |2              |
|21651|terminusB                |http://dbpedia.org/property/terminusB                  |2              |
|21652|areamagnitude            |http://dbpedia.org/property/areamagnitude              |2              |
|21653|célèbrePour              |http://dbpedia.org/property/célèbrePour                |2              |
|21654|supervisiónMusical       |http://dbpedia.org/property/supervisiónMusical         |2              |
|21655|tipoWard                 |http://dbpedia.org/property/tipoWard                   |2              |
|21656|labelPosition            |http://dbpedia.org/property/labelPosition              |2              |
|21657|fecha2Encabezado         |http://dbpedia.org/property/fecha2Encabezado           |2              |
|21658|fallecidos               |http://dbpedia.org/property/fallecidos                 |2              |
|21659|memory                   |http://dbpedia.org/property/memory                     |2              |
|21660|primeraEmisiónLatinoamérica|http://dbpedia.org/property/primeraEmisiónLatinoamérica|2              |
|21661|eventStart               |http://dbpedia.org/property/eventStart                 |2              |
|21662|producciónAsociada       |http://dbpedia.org/property/producciónAsociada         |2              |
|21663|rss                      |http://dbpedia.org/property/rss                        |2              |
|21664|lireEnLigne              |http://dbpedia.org/property/lireEnLigne                |2              |
|21665|etrada                   |http://dbpedia.org/property/etrada                     |2              |
|21666|localNacimiento          |http://dbpedia.org/property/localNacimiento            |2              |
|21667|crew3Down                |http://dbpedia.org/property/crew3Down                  |2              |
|21668|noválido                 |http://dbpedia.org/property/noválido                   |2              |
|21669|opensecrets              |http://dbpedia.org/property/opensecrets                |2              |
|21670|agency3Down              |http://dbpedia.org/property/agency3Down                |2              |
|21671|victimas                 |http://dbpedia.org/property/victimas                   |2              |
|21672|medaltemplates           |http://dbpedia.org/property/medaltemplates             |2              |
|21673|expedition2Down          |http://dbpedia.org/property/expedition2Down            |2              |
|21674|flights3Down             |http://dbpedia.org/property/flights3Down               |2              |
|21675|aprChill                 |http://es.dbpedia.org/property/aprChill                |2              |
|21676|suburbicaria             |http://dbpedia.org/property/suburbicaria               |2              |
|21677|viewers                  |http://dbpedia.org/property/viewers                    |2              |
|21678|decChill                 |http://es.dbpedia.org/property/decChill                |2              |
|21679|emedicine                |http://es.dbpedia.org/property/emedicine               |2              |
|21680|lenguasOficiales         |http://es.dbpedia.org/property/lenguasOficiales        |2              |
|21681|mnc                      |http://es.dbpedia.org/property/mnc                     |2              |
|21682|nombrelocal              |http://es.dbpedia.org/property/nombrelocal             |2              |
|21683|kyujitai                 |http://es.dbpedia.org/property/kyujitai                |2              |
|21684|junChill                 |http://es.dbpedia.org/property/junChill                |2              |
|21685|marChill                 |http://es.dbpedia.org/property/marChill                |2              |
|21686|supersededByDate         |http://es.dbpedia.org/property/supersededByDate        |2              |
|21687|vicepreseidente          |http://es.dbpedia.org/property/vicepreseidente         |2              |
|21688|líneaTexto               |http://es.dbpedia.org/property/líneaTexto              |2              |
|21689|casting(españa)_         |http://es.dbpedia.org/property/casting(españa)_        |2              |
|21690|copaRegionalNfb          |http://es.dbpedia.org/property/copaRegionalNfb         |2              |
|21691|playPs                   |http://es.dbpedia.org/property/playPs                  |2              |
|21692|fprmato                  |http://es.dbpedia.org/property/fprmato                 |2              |
|21693|ubicción                 |http://es.dbpedia.org/property/ubicción                |2              |
|21694|rest                     |http://www.w3.org/1999/02/22-rdf-syntax-ns#rest        |2              |
|21695|qmfExistingShortOfTypedsqlvalTmpl|http://www.openlinksw.com/schemas/virtrdf#qmfExistingShortOfTypedsqlvalTmpl|2              |
|21696|qmObjectMap              |http://www.openlinksw.com/schemas/virtrdf#qmObjectMap  |2              |
|21697|qsDefaultMap             |http://www.openlinksw.com/schemas/virtrdf#qsDefaultMap |2              |
|21698|qmvaAlias                |http://www.openlinksw.com/schemas/virtrdf#qmvaAlias    |2              |
|21699|first                    |http://www.w3.org/1999/02/22-rdf-syntax-ns#first       |2              |
|21700|anccchoImagen            |http://dbpedia.org/property/anccchoImagen              |2              |
|21701|flagcaption              |http://dbpedia.org/property/flagcaption                |2              |
|21702|hypertransportFastest    |http://dbpedia.org/property/hypertransportFastest      |2              |
|21703|marPrecipitacion         |http://dbpedia.org/property/marPrecipitacion           |2              |
|21704|posicíon                 |http://dbpedia.org/property/posicíon                   |2              |
|21705|radioAcciónUnidad        |http://dbpedia.org/property/radioAcciónUnidad          |2              |
|21706|extensiónTotal           |http://dbpedia.org/property/extensiónTotal             |2              |
|21707|conference               |http://dbpedia.org/property/conference                 |2              |
|21708|capitalDe                |http://dbpedia.org/property/capitalDe                  |2              |
|21709|monumentoEnlace          |http://dbpedia.org/property/monumentoEnlace            |2              |
|21710|talla                    |http://dbpedia.org/property/talla                      |2              |
|21711|cuentaEnTwitter          |http://dbpedia.org/property/cuentaEnTwitter            |2              |
|21712|updated                  |http://dbpedia.org/property/updated                    |2              |
|21713|summ                     |http://dbpedia.org/property/summ                       |2              |
|21714|englishReleaseDate       |http://dbpedia.org/property/englishReleaseDate         |2              |
|21715|imgaeCaption             |http://dbpedia.org/property/imgaeCaption               |2              |
|21716|toi                      |http://dbpedia.org/property/toi                        |2              |
|21717|places                   |http://dbpedia.org/property/places                     |2              |
|21718|lanzadoEn                |http://dbpedia.org/property/lanzadoEn                  |2              |
|21719|fechaaccseo              |http://dbpedia.org/property/fechaaccseo                |2              |
|21720|125PoleTiempo            |http://dbpedia.org/property/125PoleTiempo              |2              |
|21721|125VueltaRápidaTiempo    |http://dbpedia.org/property/125VueltaRápidaTiempo      |2              |
|21722|aclaracionMapa           |http://dbpedia.org/property/aclaracionMapa             |2              |
|21723|dueños                   |http://dbpedia.org/property/dueños                     |2              |
|21724|yearRepresentative       |http://dbpedia.org/property/yearRepresentative         |2              |
|21725|n°deEfectivos            |http://dbpedia.org/property/n°deEfectivos              |2              |
|21726|genusAuthorioty          |http://dbpedia.org/property/genusAuthorioty            |2              |
|21727|padroeiro                |http://dbpedia.org/property/padroeiro                  |2              |
|21728|joournal                 |http://dbpedia.org/property/joournal                   |2              |
|21729|graduados                |http://es.dbpedia.org/property/graduados               |2              |
|21730|duracionEfecto           |http://es.dbpedia.org/property/duracionEfecto          |2              |
|21731|tenienteAlcalde          |http://es.dbpedia.org/property/tenienteAlcalde         |2              |
|21732|usoHorarioVerano         |http://es.dbpedia.org/property/usoHorarioVerano        |2              |
|21733|álbumMásExitoso          |http://es.dbpedia.org/property/álbumMásExitoso         |2              |
|21734|pesoSubirBajar           |http://es.dbpedia.org/property/pesoSubirBajar          |2              |
|21735|cortinaMusical           |http://es.dbpedia.org/property/cortinaMusical          |2              |
|21736|coloresAcademicos        |http://es.dbpedia.org/property/coloresAcademicos       |2              |
|21737|eméritos                 |http://es.dbpedia.org/property/eméritos                |2              |
|21738|casSupplemental          |http://es.dbpedia.org/property/casSupplemental         |2              |
|21739|colorDeAfiliacion        |http://es.dbpedia.org/property/colorDeAfiliacion       |2              |
|21740|nombreAlias              |http://es.dbpedia.org/property/nombreAlias             |2              |
|21741|phylo                    |http://es.dbpedia.org/property/phylo                   |2              |
|21742|fossilWidth              |http://es.dbpedia.org/property/fossilWidth             |2              |
|21743|producciónDeAnimación    |http://es.dbpedia.org/property/producciónDeAnimación   |2              |
|21744|odor                     |http://es.dbpedia.org/property/odor                    |2              |
|21745|conductividadEléctrica   |http://es.dbpedia.org/property/conductividadEléctrica  |2              |
|21746|identité                 |http://es.dbpedia.org/property/identité                |2              |
|21747|locucion                 |http://es.dbpedia.org/property/locucion                |2              |
|21748|capacidadDeCombustible   |http://es.dbpedia.org/property/capacidadDeCombustible  |2              |
|21749|corrimientoAlRojo        |http://es.dbpedia.org/property/corrimientoAlRojo       |2              |
|21750|affiliation              |http://es.dbpedia.org/property/affiliation             |2              |
|21751|permisionario            |http://es.dbpedia.org/property/permisionario           |2              |
|21752|subeditora               |http://es.dbpedia.org/property/subeditora              |2              |
|21753|fechaDeConsulta          |http://es.dbpedia.org/property/fechaDeConsulta         |2              |
|21754|prueba                   |http://es.dbpedia.org/property/prueba                  |2              |
|21755|imageskyline             |http://es.dbpedia.org/property/imageskyline            |2              |
|21756|geolocalización          |http://es.dbpedia.org/property/geolocalización         |2              |
|21757|meltingHigh              |http://es.dbpedia.org/property/meltingHigh             |2              |
|21758|señalDeTransmisión       |http://es.dbpedia.org/property/señalDeTransmisión      |2              |
|21759|spalte                   |http://es.dbpedia.org/property/spalte                  |2              |
|21760|ubicaciónc               |http://es.dbpedia.org/property/ubicaciónc              |2              |
|21761|camaraYSonido            |http://es.dbpedia.org/property/camaraYSonido           |2              |
|21762|entidade                 |http://es.dbpedia.org/property/entidade                |2              |
|21763|congbio                  |http://es.dbpedia.org/property/congbio                 |2              |
|21764|calificacionesProfesionales|http://dbpedia.org/property/calificacionesProfesionales|2              |
|21765|capacidadÚtil            |http://dbpedia.org/property/capacidadÚtil              |2              |
|21766|aireUrbaine              |http://dbpedia.org/property/aireUrbaine                |2              |
|21767|entrevistas              |http://es.dbpedia.org/property/entrevistas             |2              |
|21768|ontheissues              |http://es.dbpedia.org/property/ontheissues             |2              |
|21769|magic                    |http://dbpedia.org/property/magic                      |2              |
|21770|nieto                    |http://es.dbpedia.org/property/nieto                   |2              |
|21771|lonp                     |http://es.dbpedia.org/property/lonp                    |2              |
|21772|codigoDeArea             |http://es.dbpedia.org/property/codigoDeArea            |2              |
|21773|anniDiAttività           |http://es.dbpedia.org/property/anniDiAttività          |2              |
|21774|optionColor              |http://es.dbpedia.org/property/optionColor             |2              |
|21775|option                   |http://es.dbpedia.org/property/option                  |2              |
|21776|creacion                 |http://es.dbpedia.org/property/creacion                |2              |
|21777|fondación                |http://es.dbpedia.org/property/fondación               |2              |
|21778|hincha                   |http://es.dbpedia.org/property/hincha                  |2              |
|21779|blankEmblemType          |http://es.dbpedia.org/property/blankEmblemType         |2              |
|21780|discípulosNotables       |http://es.dbpedia.org/property/discípulosNotables      |2              |
|21781|dueños                   |http://es.dbpedia.org/property/dueños                  |2              |
|21782|murió                    |http://es.dbpedia.org/property/murió                   |2              |
|21783|250VueltaRápidaTiempo    |http://es.dbpedia.org/property/250VueltaRápidaTiempo   |2              |
|21784|amistad                  |http://es.dbpedia.org/property/amistad                 |2              |
|21785|senadores8Ant            |http://es.dbpedia.org/property/senadores8Ant           |2              |
|21786|paísSede                 |http://es.dbpedia.org/property/paísSede                |2              |
|21787|apellidor                |http://es.dbpedia.org/property/apellidor               |2              |
|21788|2rpDate                  |http://es.dbpedia.org/property/2rpDate                 |2              |
|21789|relatives                |http://es.dbpedia.org/property/relatives               |2              |
|21790|gpespecial               |http://es.dbpedia.org/property/gpespecial              |2              |
|21791|naturalDe                |http://es.dbpedia.org/property/naturalDe               |2              |
